"C3N.01799"	"C3L.01890"	"C3N.00572"	"C3N.02423"	"C3N.02729"	"C3L.00263"	"C3N.01410"	"C3N.00578"	"C3N.02587"	"C3L.00893"	"C3N.01488"	"C3N.01413"	"C3N.01030"	"C3N.02588"	"C3N.00552"	"C3L.01889"	"C3N.00169"	"C3L.00422"	"C3L.00083"	"C3N.00551"	"C3N.01842"	"C3N.02089"	"C3L.01682"	"C3N.01016"	"C3N.00580"	"C3N.02000"	"C3N.01489"	"C3N.00737"	"C3N.01405"	"C3N.01416"	"C3N.02149"	"C3N.02424"	"C3L.00279"	"C3N.02379"	"C3L.00095"	"C3N.00559"	"C3N.02572"	"C3N.00545"	"C3L.02345"	"C3L.00510"	"C3L.00093"	"C3L.00913"	"C3L.00412"	"C3N.01415"	"C3N.00549"	"C3N.02433"	"C3N.01021"	"C3L.01330"	"C3N.00203"	"C3N.00574"	"C3N.01071"	"C3N.00550"	"C3N.00167"	"C3L.00001"	"C3N.01074"	"C3L.01632"	"C3N.02155"	"C3N.00217"	"C3N.02002"	"C3N.02145"	"C3L.02219"	"C3N.02586"	"C3N.00180"	"C3L.01862"	"C3N.00704"	"C3N.02158"	"C3N.02421"	"C3N.00556"	"C3N.00294"	"C3N.01072"	"C3L.00094"	"C3L.00144"	"C3N.00223"	"C3N.02380"	"C3L.01924"	"C3N.00433"	"C3L.01683"	"C3N.00293"	"C3L.00009"	"C3N.00546"	"C3N.01414"	"C3N.02087"	"C3L.00140"	"C3N.02529"	"C3L.00368"	"C3N.02067"	"C3N.02422"	"C3L.00080"	"C3N.00547"	"C3N.01023"	"C3N.01024"	"C3L.00973"	"C3L.02348"	"C3L.02508"	"C3N.00560"	"C3L.00604"	"C3N.00199"	"C3N.00579"	"C3N.02582"	"C3L.02350"	"C3N.00738"	"C3N.00959"	"C3N.02003"	"C3N.00175"	"C3N.01823"	"C3L.02549"	"C3L.02365"
"hsa-mir-4673"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425565	0	0	0	0	0	0	0	0	0.301385	0.160535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077158	0	0	0	0.086383	0.102903	0	0	0	0	0	0	0	0	0	0.090037	0	0	0	0.088466	0	0	0	0	0	0	0.087018	0	0	0	0	0.095402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4674"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363474	0	0	0	0.332058	0	0	0	0	0	0	0	0	0.086383	0	0	0	0	0	0	0	0	0	0.275786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.674012	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4675"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4676"	0	0	1.299213	0.277673	0.589239	0.532646	0.997793	0.23272	0.209837	0.100606	0.487282	0	0.246503	1.324735	0.400489	1.170303	0.110099	1.078563	0.446468	0.689036	2.438997	4.494546	0.238191	0.946875	0.100462	0.722406	0.162942	1.89065	0.166423	0.258328	1.786871	0.529215	1.365606	0.242945	0.485738	0.406229	0.095637	0.367906	1.06705	0	0.665902	1.884196	1.502089	0.902041	0.629864	0.93823	0.817378	1.536074	0.839916	0	2.460648	1.123315	0.363474	0	1.351463	0	0.830144	2.120156	0.087672	0.305624	0.217892	0.077158	0.346461	2.445116	0.200598	0.259148	0.411613	0.250138	0.981714	0	1.044336	0.247286	0.340285	0.561574	0.656762	0.091929	0.540223	0.440242	0.74905	0	0.176931	1.281025	1.32948	0.810211	0	1.022012	0.415701	0.609127	0.578385	0.631588	0.930588	0.417245	0.381608	0.275765	2.156837	0.816747	0.127873	1.056888	0.299951	0.947478	0.369566	1.934705	0.15029	0.52298	0.390717	0.499478	2.161561
"hsa-mir-4677"	3.409121	0	3.572837	5.090678	3.928262	3.043694	4.789406	3.025356	2.203286	5.130894	4.97028	4.291655	6.655573	6.72558	7.609297	6.915428	5.725145	1.527964	1.488226	9.301989	14.87788	11.003888	2.501003	3.314061	5.625847	4.173901	4.725309	4.051393	3.162038	3.487423	6.047871	7.23261	3.361492	6.07362	7.528941	4.468521	3.251643	3.679061	4.668344	3.953018	3.995414	2.930972	2.336584	5.412245	5.668773	5.629381	4.086888	3.620745	3.359664	0.195508	8.084987	2.407103	3.089526	2.905228	3.378658	5.809069	8.301445	1.968716	2.893178	2.444988	4.357848	4.397998	3.233637	7.824372	1.303889	6.39232	3.60161	2.251243	8.508189	4.290276	7.194315	7.171284	2.313935	1.216744	3.612191	6.343074	6.212561	3.081695	4.119774	7.496789	3.804026	8.113157	3.057805	6.2502	1.844679	4.173217	3.672021	19.231009	6.073043	3.000042	4.652939	3.059795	4.865498	3.378122	3.100453	3.895254	4.09193	2.430842	2.999507	3.979406	1.601451	4.174889	9.318003	2.091921	3.516452	1.498434	5.043642
"hsa-mir-4678"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4679-1"	0.179427	0	0	0.092558	0	0.228277	0.099779	0	0.209837	0.100606	0.487282	1.262252	0.123251	0.101903	0	0	0.330297	0.08988	0	0	0.2439	0	0.238191	0.473437	0	0.963208	0	0	0	0	0	0.35281	1.050466	0.364417	0.121435	0.507786	0.095637	0	0	0	0	0.628065	0	0.601361	0	0.156372	0.233536	0.10972	0	0	0	0	0.272605	0.193682	0.225244	0	0	0	0.613704	0.101875	0.762623	0.308631	0	0	1.805385	0	0.102903	0	0	0	0	0.123643	0.476398	0.280787	0	0	0	0.110061	0	0	0	0	0	0	0	0.425838	0.138567	0	0	0.473691	0.186118	0.278163	0.667813	0.206824	0	0.18848	0.639364	0.528444	0.099984	0.757982	0	0.101827	0	0	0.130239	0.332985	0
"hsa-mir-4679-2"	0.358855	0	0	0.185116	0	0.076092	0	0	0.524592	0.301817	0.389826	1.430552	0.123251	0.101903	0	0	0.660594	0.08988	0.148823	0	0.12195	0	0.476382	0	0	0.642139	0	0.405139	0	0	0	0.70562	0.840373	0	0	0.710901	0.478183	0	0.133381	0.07751	0.083238	0.41871	0	0.751701	0	0	0.467073	0	0	0	0	0	0.181737	0.193682	0.225244	0	0	0	0.526032	0.305624	1.416301	0.231474	0	0	1.20359	0.086383	0.102903	0.125069	0	0	0	0	0.476398	0.280787	0	0	0	0.220121	0	0	0.088466	0.142336	0	0	0	0.085168	0.623551	0.261054	0	0.315794	0	0	0.381608	0.206824	0	0.18848	0.383618	0.528444	0.199967	0.568487	0	0.30548	0.15029	0	0.520956	0	0.308794
"hsa-mir-4680"	0.358855	0	0.216536	0	0	0.076092	0.199559	0	0.734429	0	0	0.3366	0	0	0	0	0	0	0	0.516777	0	0.464953	0.119095	0	0	0	0	0.135046	0	0.129164	0	0.529215	0	0.121472	0	0.101557	0	0.367906	0.400144	0	0.915616	0	0.667595	0	0	0	0	0.438878	0.559944	0	0	0	0.454342	0.193682	0.225244	0	0	0	0	0.407498	0	0	0	0	0.100299	0.431914	0.102903	0	0	0	0.116037	0	0.068057	0.093596	0.437841	0.6435	0.180074	0.110061	0	0	0.176931	0.142336	0	0	0	0.340671	0.138567	0	0.722981	0	0	0.139082	0	0	0.134802	0	0.127873	0.211378	0	0	0	0	0.300581	0	0	0	0
"hsa-mir-4681"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094748	0	0	0	0	0	0	0.102931
"hsa-mir-4682"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172259	0	0.309969	0.119095	0	0	0	0	0	0	0	0	0	0.420186	0	0	0	0	0	0	0	0	0.209355	0	0	0	0	0	0	0	0	0.351521	0	0.181737	0	0	0	0	0	0	0	0	0	0	0	0.200598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269605	0	0.127873	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4683"	0.358855	0	0.108268	0	0.29462	0.456554	0.698455	0.465439	2.937714	2.414538	0.487282	1.009801	0.246503	0.815222	1.601957	0.957521	0.330297	0.719042	1.637048	0	0.853649	0.929906	0.952763	0.315625	0.301385	1.123743	0.488825	0.675232	0	0.387491	1.374516	0	0.63028	0.48589	0.485738	0.101557	2.773461	2.759296	0.400144	1.240163	0.998853	1.256131	2.670381	0.45102	0.78733	0.312743	1.401219	3.511026	0.139986	0	0.703042	0.641894	2.453447	0	0.675732	0	4.150722	1.665837	0.876721	0.305624	1.089462	0.231474	1.385844	0	1.504487	0.604679	1.131935	0.125069	0.654476	0	0.580187	0.8655	1.76948	2.152701	1.313524	1.011215	0.450186	0.990545	0.249683	0	0.442329	1.423361	0	0.462978	4.216408	0.511006	1.316385	1.044218	0.867578	0.473691	0.372235	0.278163	0.381608	1.172001	1.348023	0.75392	0.127873	2.113775	0.199967	1.894955	1.231885	1.221919	0.901742	0.941364	0.260478	2.830375	1.235178
"hsa-mir-4684"	0	0	0	0	0	0.076092	0.199559	0	0.209837	0.301817	0.097456	0	0	0.305708	0	0	0.660594	0.449401	0	0.344518	0.36585	0.309969	0.119095	0	0.301385	0	0	0	0	0.258328	0.137452	0	0.31514	0.48589	1.578649	0.101557	0.669456	0	0	0	0.166476	0	0	0	0.157466	0.156372	0	0	0	0	0	0.320947	0.090868	0	0	0	0.664116	0	0	0	0.108946	0	0.115487	0	0	0.431914	0.102903	0	0.327238	0	0	0.123643	0	0	0	0	0	0	0	0	0.176931	0	0.132948	0	0	0	0	0.174036	0	0	0	0.278163	0.381608	0	0.134802	0.18848	0.639364	0	0	0	0	0.203653	0.15029	0	0	0	0
"hsa-mir-4685"	0.269141	3.293156	0.649607	0.092558	0	0.684831	0.399117	0.581799	0.839347	0.70424	0	1.093951	0.862759	0.101903	0.600734	0.212782	0.550495	0.539281	0.744113	2.583886	0	0.309969	0.238191	0.63125	0.502308	0.561871	1.303533	1.350464	0.166423	0.387491	0.549806	1.058431	0.63028	0	0.121435	0.914016	0.191273	0.919765	0.400144	0.15502	0.416189	0	3.171078	0.45102	1.102261	0.625487	0.934146	1.316635	1.119888	0	1.054563	0.481421	1.090421	0	0.675732	0.446851	0	0.908638	0.876721	0.407498	0.544731	0.925894	0.808409	0.855791	0.300897	0.95021	0.308709	0.125069	0.981714	3.064483	0.696224	0.123643	0.204171	0.748766	0.656762	1.470858	0.360148	0.550303	2.996199	0.387765	0	0.996353	0.66474	0.231489	0.131763	0.936845	0.692834	0.522109	0.433789	0.315794	1.116705	0.695408	0.763215	0.275765	0.674012	0.062827	0.767237	1.268265	1.299787	1.231721	1.601451	0.610959	1.052033	0	0.130239	1.165449	0.205863
"hsa-mir-4686"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.487799	0	0	0	0	0	0	0	0	0	0	0.529215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499366	0	0	0	0	0	0	0	0	0	0	0	0.186118	0	0	0	0	0	0	0	0	0	0	0	0.15029	0	0	0	0
"hsa-mir-4687"	0	0.137215	0	0.185116	0.392826	0.228277	0.399117	0.581799	0.314755	0.402423	0	0.3366	0.246503	1.019027	0.400489	0	0.110099	0	0.59529	0.516777	0.2439	0.464953	0.476382	0	0.401846	0.080267	0.325883	0.675232	0.332846	0	0.137452	1.058431	0.63028	0.48589	0.607173	0	0.382546	0.367906	0.800287	2.015264	0.665902	0.41871	0.166899	0.45102	0.157466	0.234558	0.233536	0.987476	0.839916	0	0	0.160474	0.090868	1.355773	1.126219	0	0	0	0.087672	1.018745	0.217892	0.462947	0.808409	0	1.103291	0.518296	0.514516	0.125069	0.818095	0	0.696224	0.370929	0.544455	0.280787	0.437841	1.378929	0.63026	0.110061	0.124842	0.387765	0.353863	1.708033	0	0.694467	0.527051	0.511006	0.554267	0.087018	0	0	0.74447	0	0.095402	0.275765	0.134802	0	0.255746	0.528444	0.099984	0.094748	0.246377	0	1.052033	0	0.130239	0	1.338109
"hsa-mir-4688"	0.179427	0	0.108268	0.277673	0	0.152185	0.299338	0	0.62951	0	0	0.25245	0.246503	0	0	0	0.110099	0.08988	0.297645	0.172259	0.12195	1.394859	0	0	0	0	0	0.270093	0	0	0.274903	0	0.31514	0	0.364304	0	0	0	0.133381	0	0.083238	0.628065	0	0.15034	0	0.078186	0	0.219439	0	0	0.351521	0	0	0.774727	0	0	0.166029	0	0.087672	0	0.217892	0	0.115487	0	0.100299	0	0.411613	0	0.490857	0	0	0	0	0	0	0	0.090037	0	0.249683	0	0	0	0	0	0.131763	0.170335	0	0	0.144596	0	0.558353	0	0.095402	0.137883	0	0	0.127873	0.105689	0	0	0	0	0.15029	0.104596	0	0	0
"hsa-mir-4689"	0	0	0	0	0	0.076092	0	0	0	0	0	0	0	0.203805	0	0	0	0	0	0	0	0.464953	0	0	0.502308	0.240802	0	0	0	0	0	0.529215	0	0	0.242869	0.101557	0	0	0	0	0	0	0	0	0	0	0	0	0.139986	0	1.757606	0	0	0	0	0	0	0	0	0	0.108946	0	0.230974	0	0.300897	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124842	0	0	0	0	0	0.527051	0.085168	0	0.261054	0	0	0	0	0	0	0.134802	0	0	0.739821	0	0	0	0	0	0	0	0	0
"hsa-mir-4690"	0	0	0	0.83302	0.196413	0.076092	0.498896	0.11636	0.314755	0.201212	0.487282	0.3366	0	0	0	0.744738	0.330297	0.719042	0	0	0.2439	0	0.119095	0	0	0.160535	0.162942	0.270093	0.665692	0.258328	0.962161	0	0.31514	0.121472	0	0	0.095637	0.183953	0	0.465061	0.332951	0	0.667595	0.15034	1.102261	0.078186	0.233536	0.329159	0	0	0	0.802368	0.363474	0	1.126219	0	0.830144	3.028794	0.701377	0	0.544731	0	1.270357	1.344814	0.802393	1.468506	0.205806	0	0.818095	0	0	0	0	0	0.218921	0	0.090037	0	0.124842	0.387765	0	0	0	0	0.131763	0.170335	0.346417	0.174036	0	0	0.372235	0.278163	0.858617	0.137883	0.269605	0.062827	0.255746	0	1.39977	0.568487	0.492754	0	0	0	0.130239	0	1.235178
"hsa-mir-4691"	0	0	0	0	0	0	0	0	0	0.503029	0.194913	0	0	0	0	0	0	0	0.148823	0.516777	0	1.704828	0	0.63125	0	0	0	0	0	0	0	0	0	0	0	0.203115	0.28691	0	0	0	0	0	0	0	0	0	0	0	0.559944	0	0	0.160474	0	0	0	0	0.332058	0	0	0	0	0	0.115487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085168	0	0.087018	0	0	0	0	0	0	0	0	0	0	0.199967	0	0	0	0.300581	0	0	0	0
"hsa-mir-4692"	0	0	0	0	0	0	0	0	0	0.301817	0	0	0	0	0	0	0	0	0	0	0	0.154984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500696	0	0	0	0	0	0	0	0	0.160474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4693"	0	0	0	0	0	0	0	0.465439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325883	0	0	0	0	1.234836	0	0	0	0	0.191273	0	0	0	0	0	0	0	0	0	0.116768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115487	0	0	0	0.205806	0	0	0	0	0	0.068057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157897	0	0	0	0	0	0	0	0	0	0	0.123189	0	0	0	0.130239	0	0
"hsa-mir-4694"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4695"	0	0	0	0	0.098207	0	0	0	0	0	0	0	0	0	0	0	0.110099	0	0	0	0	0	0	0	0	0.321069	0	0.270093	0.832115	0	0.137452	0	0	0	0	0.101557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272605	0	0	0	0	0	0	0.101875	0	0	0	0.122256	0	0	0	0	0	0	0.116037	0	0	0	0	0	0	0	0	0.387765	0	0	0.132948	0	0	0.170335	0	0.087018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4696"	0	0	0	0	0	0.304369	0	0	0	0	0	0	0	0	0	0.85113	0	0.629162	0.297645	0	0	0	0.357286	0.157812	0.401846	0	0.162942	0	0.166423	0	0	0	0	0	0.364304	0.101557	0	0.183953	0.133381	0.07751	0	0	0	0	0	0.390929	0	0.219439	0	0.977542	0	0	0	0	0	0	0	0	0	0.101875	0	0	0	0	0	0	0.411613	0	0	0	0.348112	0	0.340285	0.187191	0.10946	0	0.180074	0.110061	0.249683	0.387765	0	0	0	0	0	0	0.069283	0.174036	0.289193	0	0	0.139082	0	0.413648	0	0	0.255746	0	0	0	0.492754	0.101827	0.15029	0	0	0	0
"hsa-mir-4697"	1.883988	0.960504	10.935046	0.092558	0.392826	0.760923	0.598676	0.23272	2.518041	1.91151	0.097456	1.178101	0.123251	4.076109	0.200245	0.106391	0	0.08988	0	2.756145	0	0	2.024622	0.473437	0.904154	10.434753	0	0.405139	0	0	0	0	0.63028	2.065031	0	1.726474	0.191273	0.183953	0.133381	1.317673	0.083238	0	0.834494	0.30068	0	3.440177	0.817378	12.727468	0	0	0	1.444262	10.177262	10.265139	0	0.625592	0.166029	0	3.243866	2.546863	0.108946	0.771579	6.2363	0	1.103291	22.632269	6.174189	0	0.818095	0	0.232075	0.123643	0.748626	4.866977	4.378413	0	0.090037	2.20121	0.249683	0	1.061589	0.996353	2.791909	0.231489	0.131763	6.046906	0.484984	0.087018	1.301366	0	0	0.278163	1.144823	0.344706	0	0.502613	0	0.105689	1.299787	1.326469	1.478262	1.018266	0.300581	0	0.130239	2.830375	0.617589
"hsa-mir-4698"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137452	0	0	0	0	0	0	0.183953	0	0	0.166476	0	1.001393	1.052381	0	0	0	0.10972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102903	0.125069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104596	0	0	0
"hsa-mir-4699"	0.089714	0	0	0.092558	0	0.304369	0.099779	0	0	0	0	0.3366	0	0.101903	0.200245	0	0	0	0	0	0.609749	0.309969	0.238191	0	0	0	0	0.270093	0.332846	0	0.82471	0	0.735326	0	0.364304	0.507786	0	0.183953	0	0.310041	0	0	0	0	4.566511	0.312743	0.116768	0	0	0	0.703042	0.160474	0	0	0	2.055517	0.166029	0	0.175344	0.407498	0	0	0	0	0	0.086383	0.308709	0.250138	0	0	0.464149	0.123643	0	0	0	0.183857	0	0.110061	0	0	0.530794	0	0	0	0	0	0	0.087018	0.289193	0	0	0	0.095402	0.275765	0.674012	0	0	0	0	0	0.246377	0	0	0.104596	0.520956	0.166493	0
"hsa-mir-4700"	0	0	0.216536	0.277673	0.392826	0.532646	0.199559	0.23272	0	0	0.097456	0.25245	0	0.203805	0.200245	0	0	0	0	0.344518	0	0.154984	0.357286	0.315625	1.506923	0.240802	0	0	0.832115	0	0.274903	0	0	0	0.728607	0.304672	0	0	0	0.07751	0.166476	0.628065	0	0	0	0	0.233536	0.329159	0.279972	0.195508	0.527282	0.641894	0.908684	0.193682	0.675732	0	0.498087	0	0.263016	0.101875	0	0	0.230974	0	0	2.073185	0	0	0	0	0	0	0.068057	0.748766	0	0.459643	0	0.990545	0	0	0.353863	0.284672	0	0.347233	0.395288	0	0	0	1.15677	0.315794	0	0	0.47701	0.068941	0.539209	0.062827	0.127873	0.528444	0	0	0.123189	0.509133	0.15029	0	0	1.331941	0.411726
"hsa-mir-4701"	0.448569	0	0	0	0	0.228277	0.299338	0	0	0	0.682195	0	0.123251	0.101903	0	0	0.110099	0.269641	0	0	0	0	0.595477	0	0	0	0.162942	0.135046	0	0	0.274903	0	0	0	0.121435	0.609344	0	0	0	0.387551	0.166476	0.41871	0	0	0	0.625487	0	0.219439	0	0	0	0.320947	0	1.355773	0.225244	0	0.166029	0	0	0.407498	0	0.077158	0	0	0.601795	0	0.617419	0	0	0	0	0	0	0.187191	0.437841	0	0.270111	0	0	0	0	0	0.265896	0.347233	0	0.425838	0	0.087018	0	0	0	0	0	0.275765	0	0	0	0.528444	0	0	0.369566	0	0	0.418384	0	0.166493	0.102931
"hsa-mir-4703"	0.089714	0	0	0	0.196413	0.076092	0.199559	0.23272	0	2.112721	0.389826	0.1683	0	0	0	0.957521	0.220198	0	0	0	0	0.619937	0.595477	0	0	0	0	0	0	0	0	0	0	0	0	0.101557	0.191273	0	0	0	0.166476	0	0	0	0	0	0.350305	0.219439	0.139986	0	0.703042	0	0	0	0	0	0	0	0.43836	0	0	0.308631	0	0	0.100299	0.086383	0.102903	0	0	0	0	0	0.340285	0.65517	0	0	0.540223	0.440242	0	0	0.265397	0	0	0.347233	0.395288	0.425838	0	0	0	0	0.186118	0	0	0.206824	0	0	0	0	0	0.094748	0.492754	0	0	0	0	0	0.102931
"hsa-mir-4704"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160535	0	0	0	0	0	0	0	0	2.185822	0	0.28691	0	0	0	0	0.209355	0	0	0	0.156372	0	0.10972	0.419958	0	0	0	0	0.387364	0	0	0	0	0	0	0	0	0	0	0.100299	0	0	0	0	0	0	0	0.136114	0	0.10946	0	0.090037	0	0	0	0	0	6.381506	0	0	0.085168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4705"	0.269141	0	0.324803	0.462789	0.982066	0.913108	0.798234	0.465439	0.209837	0.70424	0.389826	0.673201	0.616257	0	0	1.063912	0.440396	0	2.381161	0	0.609749	1.08489	3.215575	0.473437	0	1.284277	0.162942	1.350464	0.166423	0.258328	1.786871	0	0.105047	0.242945	0.607173	0.507786	0.573819	0.551859	1.467194	0.387551	0.249713	0.41871	1.001393	0.30068	0	0.234558	1.284451	1.755513	0.69993	0.782034	0.527282	0	0.181737	0.193682	2.252439	3.932293	0.332058	0	1.052065	0.509373	0.653677	0	2.771689	0.733535	0.601795	0.172765	0.205806	1.250691	0	0.245159	0.812261	0.494571	0.612512	3.650233	0.218921	0	0.450186	1.210666	0	0	1.150054	0	0.132948	0.231489	2.108204	0.085168	0.831401	0.348073	0.578385	1.421073	0	0.83449	0.190804	2.757651	0.134802	0	0.383618	0.528444	0.199967	2.842433	1.847828	0.814612	0.450871	0.418384	0.651195	1.165449	0.411726
"hsa-mir-4706"	0	0	0.216536	0	0	0	0.299338	0	0	0.100606	0	0	0	0	0	0	0	0	0	0.689036	0.12195	0	0.238191	0	0	0.160535	0	1.080371	0	0	0	0	0	0	0	0	0	0	0.266762	0	0	0	0.166899	0	0.314932	0	0	0	0	0	0.351521	0.481421	0	0	0	0	0.332058	0	0	0.101875	0	0	0.461948	0	0	0	0	0	0.163619	0	0	0.123643	0	0	0	0	0	0	0.124842	0	0	0	0	0	0	0	0	0.609127	0	0	0	0	0	0	0.674012	0	0	0	0	0	0	0	0	0	0.130239	0.166493	0.617589
"hsa-mir-4707"	2.063416	2.744297	0.757874	0.092558	0	0.380462	0.099779	0	0	0	0.389826	0	0.986011	0.101903	0	0.638347	0.99089	0.359521	0.297645	0.516777	2.804846	7.749217	0.595477	0	0	0	0.814708	0.135046	0	0.645819	0	0	0	0	0.485738	0	0.860729	0.183953	0.133381	3.797998	0.416189	1.046776	0.834494	0.15034	0	0	0.817378	1.645793	0	7.038303	0	1.123315	0	3.679955	0	1.340554	0	2.725915	0	3.056235	0	0	0	0.733535	1.504487	0	0.823225	0	0	0	5.453755	1.236428	0.136114	1.403936	1.532445	0	0.360148	0.770424	1.872624	0	0	0	0	0	4.084645	0.766509	0	3.654762	0	0.315794	0	0.556326	0.572411	0.206824	0.134802	2.07328	2.173838	2.008087	0	1.800207	0.86232	0	0	0	0	0	1.029315
"hsa-mir-4708"	0.538282	0	1.082678	1.203251	0.491033	0.228277	0.299338	0.34908	0.209837	1.106663	0.097456	0.420751	0.616257	1.12093	0.400489	0.85113	1.871682	1.168443	0.297645	0.172259	3.536545	0.464953	0.833668	0.63125	0.301385	1.605347	0	1.620557	0.332846	0.904147	0.687258	0	0.420186	0.607362	1.457214	0.812458	0.28691	0.551859	0.133381	0.697591	0.249713	0	0.500696	0.751701	0	0.156372	1.517987	0.10972	0	0	1.406085	2.567577	0.272605	1.162091	0.450488	0	3.154549	0	1.227409	0.916871	0.544731	0.308631	0.230974	0	1.404188	1.122975	0.102903	0.375207	0.163619	0.122579	0.348112	0.123643	0.476398	0.187191	0.328381	0.183857	0.450186	0.110061	0	0.904785	0.265397	0.427008	1.196532	0.115744	0.658814	0.255503	0.692834	0.348073	0.578385	0	1.861176	0	0.095402	0.068941	0.269605	0.691093	0.255746	0.84551	0.299951	1.042225	0.615943	0.916439	0.15029	0.836768	0.130239	0.499478	1.955698
